date_id,category_id,geo_id,sales_qty,sales_amt
2025-05-17T00:00:00,1001,1,9,8802
2025-05-17T00:00:00,1001,2,9,8802
2025-05-17T00:00:00,1001,3,1,978
2025-05-17T00:00:00,1002,1,7,6846
2025-05-17T00:00:00,1002,2,2,1956
2025-05-17T00:00:00,1002,3,0,0
2025-05-17T00:00:00,1003,1,3,2934
2025-05-17T00:00:00,1003,2,9,8802
2025-05-17T00:00:00,1003,3,5,4890
2025-05-17T00:00:00,1004,1,5,4890
2025-05-17T00:00:00,1004,2,9,8802
2025-05-17T00:00:00,1004,3,7,6846
2025-05-17T00:00:00,1005,1,1,978
2025-05-17T00:00:00,1005,2,5,4890
2025-05-17T00:00:00,1005,3,0,0
2025-05-17T00:00:00,1006,1,0,0
2025-05-17T00:00:00,1006,2,9,8802
2025-05-17T00:00:00,1006,3,4,3912
2025-05-17T00:00:00,1007,1,3,2934
2025-05-17T00:00:00,1007,2,8,7824
2025-05-17T00:00:00,1007,3,7,6846
2025-05-17T00:00:00,1008,1,4,3912
2025-05-17T00:00:00,1008,2,8,7824
2025-05-17T00:00:00,1008,3,7,6846
2025-05-17T00:00:00,1009,1,1,978
2025-05-17T00:00:00,1009,2,6,5868
2025-05-17T00:00:00,1009,3,2,1956
2025-05-17T00:00:00,1010,1,9,8802
2025-05-17T00:00:00,1010,2,0,0
2025-05-17T00:00:00,1010,3,7,6846
2025-05-18T00:00:00,1001,1,7,6846
2025-05-18T00:00:00,1001,2,1,978
2025-05-18T00:00:00,1001,3,1,978
2025-05-18T00:00:00,1002,1,8,7824
2025-05-18T00:00:00,1002,2,2,1956
2025-05-18T00:00:00,1002,3,7,6846
2025-05-18T00:00:00,1003,1,1,978
2025-05-18T00:00:00,1003,2,5,4890
2025-05-18T00:00:00,1003,3,8,7824
2025-05-18T00:00:00,1004,1,7,6846
2025-05-18T00:00:00,1004,2,1,978
2025-05-18T00:00:00,1004,3,3,2934
2025-05-18T00:00:00,1005,1,7,6846
2025-05-18T00:00:00,1005,2,2,1956
2025-05-18T00:00:00,1005,3,8,7824
2025-05-18T00:00:00,1006,1,7,6846
2025-05-18T00:00:00,1006,2,8,7824
2025-05-18T00:00:00,1006,3,1,978
2025-05-18T00:00:00,1007,1,3,2934
2025-05-18T00:00:00,1007,2,2,1956
2025-05-18T00:00:00,1007,3,8,7824
2025-05-18T00:00:00,1008,1,3,2934
2025-05-18T00:00:00,1008,2,0,0
2025-05-18T00:00:00,1008,3,0,0
2025-05-18T00:00:00,1009,1,5,4890
2025-05-18T00:00:00,1009,2,0,0
2025-05-18T00:00:00,1009,3,2,1956
2025-05-18T00:00:00,1010,1,2,1956
2025-05-18T00:00:00,1010,2,3,2934
2025-05-18T00:00:00,1010,3,4,3912
2025-05-19T00:00:00,1001,1,4,3912
2025-05-19T00:00:00,1001,2,9,8802
2025-05-19T00:00:00,1001,3,5,4890
2025-05-19T00:00:00,1002,1,0,0
2025-05-19T00:00:00,1002,2,7,6846
2025-05-19T00:00:00,1002,3,5,4890
2025-05-19T00:00:00,1003,1,6,5868
2025-05-19T00:00:00,1003,2,2,1956
2025-05-19T00:00:00,1003,3,1,978
2025-05-19T00:00:00,1004,1,5,4890
2025-05-19T00:00:00,1004,2,7,6846
2025-05-19T00:00:00,1004,3,3,2934
2025-05-19T00:00:00,1005,1,0,0
2025-05-19T00:00:00,1005,2,8,7824
